TIRF Data File: Project 1320; Run 129
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
222.700	24.88	408.40	0.038	2.012	10.228	10.240	11.90	1.29	-13.09	-45.84	6.24	-0.34	-0.03	0.29	97.83	136.36	160.80	159.90	80.76	-0.001	0.000
222.720	24.86	407.85	0.029	2.006	10.228	10.246	11.91	-7.94	-11.95	-45.55	6.81	-7.19	0.17	0.26	97.62	136.36	160.80	159.84	80.79	-0.002	0.000
222.740	24.86	407.50	0.033	2.015	10.226	10.252	11.91	-10.51	-12.82	-48.91	8.03	-9.61	0.21	0.26	97.02	136.28	160.74	159.71	80.77	-0.003	-0.001
222.760	24.84	407.11	0.029	2.013	10.227	10.255	11.90	-7.14	-13.76	-53.21	8.73	-9.50	0.13	0.26	97.34	136.38	160.80	159.64	80.76	-0.003	-0.001
222.780	24.82	406.76	0.033	2.019	10.226	10.256	11.90	-10.12	-13.01	-56.64	15.15	-15.01	0.18	0.23	97.05	136.36	160.80	159.61	80.78	-0.003	-0.001
222.800	24.82	406.33	0.036	2.010	10.227	10.266	11.91	-15.57	-11.42	-58.18	23.29	-11.89	0.27	0.20	96.88	136.33	160.77	159.58	80.76	-0.004	-0.002
222.820	24.80	405.70	0.032	2.009	10.227	10.274	11.91	-24.58	-11.06	-54.82	18.91	-2.60	0.45	0.20	96.70	136.33	160.77	159.50	80.79	-0.005	-0.003
222.840	24.78	405.00	0.030	2.012	10.226	10.282	11.92	-37.32	-11.15	-49.18	9.03	-3.96	0.76	0.23	96.63	136.30	160.72	159.40	80.75	-0.005	-0.004
222.860	24.76	404.45	0.039	2.013	10.225	10.289	11.94	-42.14	-11.33	-48.33	9.03	-7.91	0.87	0.23	96.42	136.22	160.66	159.35	80.78	-0.006	-0.004
222.880	24.76	403.98	0.032	2.007	10.227	10.300	11.93	-50.13	-9.76	-50.29	14.65	-12.96	1.00	0.19	96.24	136.25	160.63	159.27	80.75	-0.007	-0.005
222.900	24.78	403.32	0.027	2.012	10.226	10.328	11.93	-65.88	-9.54	-52.27	14.27	-19.44	1.26	0.18	96.28	136.25	160.60	159.19	80.76	-0.010	-0.008
222.920	24.81	402.73	0.027	2.010	10.227	10.354	11.93	-74.20	-11.25	-55.59	15.56	-19.70	1.33	0.20	96.13	136.22	160.60	159.14	80.76	-0.012	-0.011
222.940	24.82	402.19	0.027	2.009	10.227	10.373	11.94	-79.81	-10.63	-57.51	24.01	-18.43	1.39	0.18	96.06	136.30	160.57	159.11	80.74	-0.014	-0.012
222.960	24.81	401.76	0.035	2.013	10.227	10.380	11.95	-84.09	-8.63	-56.43	27.37	-11.12	1.49	0.15	95.96	136.20	160.55	159.11	80.76	-0.015	-0.013
222.980	24.79	401.13	0.029	2.012	10.227	10.388	11.95	-84.47	-8.40	-50.83	17.67	-2.08	1.66	0.17	95.89	136.25	160.49	159.06	80.72	-0.015	-0.014
223.000	24.78	400.50	0.035	2.018	10.226	10.398	11.94	-87.62	-7.37	-46.97	11.81	-5.23	1.87	0.16	95.92	136.15	160.40	158.96	80.76	-0.017	-0.015
223.020	24.79	399.84	0.032	2.009	10.227	10.420	11.95	-91.08	-8.22	-47.06	13.67	-12.48	1.94	0.17	96.03	136.09	160.38	158.88	80.72	-0.019	-0.017
223.040	24.82	399.14	0.038	2.015	10.228	10.452	11.94	-96.92	-9.38	-49.96	15.39	-13.61	1.94	0.19	95.82	136.12	160.29	158.83	80.74	-0.021	-0.020
223.060	24.81	398.67	0.030	2.013	10.228	10.460	11.94	-106.63	-7.85	-52.78	15.51	-19.79	2.02	0.15	95.92	136.09	160.18	158.85	80.73	-0.022	-0.021
223.080	24.81	398.39	0.032	2.009	10.227	10.466	11.96	-110.98	-7.17	-56.73	21.97	-22.41	1.96	0.13	96.03	136.09	160.18	158.77	80.72	-0.023	-0.021
223.100	24.83	398.32	0.030	2.010	10.227	10.476	11.95	-110.80	-6.91	-58.47	28.41	-14.64	1.89	0.12	96.10	136.12	160.06	158.72	80.73	-0.024	-0.022
223.120	24.87	398.12	0.030	2.016	10.227	10.498	11.96	-113.39	-4.46	-54.55	24.00	-6.47	2.08	0.08	96.24	136.07	160.03	158.77	80.70	-0.026	-0.024
223.140	24.89	397.93	0.030	2.012	10.228	10.514	11.96	-114.00	-5.03	-48.06	12.54	-4.31	2.37	0.10	96.20	136.07	159.89	158.72	80.74	-0.027	-0.026
223.160	24.91	397.61	0.035	2.012	10.229	10.530	11.96	-117.64	-5.52	-47.27	12.97	-10.38	2.49	0.12	96.10	136.01	159.81	158.67	80.69	-0.029	-0.027
223.180	24.94	397.07	0.032	2.009	10.228	10.555	11.96	-128.20	-5.34	-50.36	16.97	-16.72	2.55	0.11	96.13	135.93	159.75	158.57	80.73	-0.031	-0.030
223.200	24.98	396.44	0.033	2.009	10.228	10.588	11.97	-141.20	-5.95	-54.65	16.01	-18.79	2.58	0.11	96.06	135.93	159.67	158.57	80.70	-0.034	-0.033
223.220	25.02	395.78	0.027	2.006	10.228	10.625	11.97	-154.88	-3.11	-58.29	18.60	-22.72	2.66	0.05	95.67	135.96	159.61	158.62	80.71	-0.037	-0.036
223.240	25.06	395.27	0.032	2.012	10.229	10.656	11.96	-160.73	-1.72	-61.52	27.83	-23.96	2.61	0.03	96.24	135.99	159.52	158.57	80.71	-0.040	-0.039
223.260	25.10	394.64	0.035	2.007	10.230	10.689	11.96	-155.19	-3.69	-61.26	31.97	-13.10	2.53	0.06	96.49	136.09	159.47	158.57	80.69	-0.043	-0.042
223.280	25.15	393.82	0.029	2.010	10.230	10.731	11.97	-146.54	-3.52	-55.43	23.00	-5.53	2.64	0.06	96.28	136.04	159.35	158.57	80.72	-0.047	-0.045
223.300	25.18	392.57	0.035	2.013	10.231	10.782	11.98	-142.34	-0.40	-49.31	15.20	-7.82	2.89	0.01	96.38	135.99	159.33	158.57	80.69	-0.051	-0.050
223.320	25.22	390.89	0.030	2.006	10.234	10.842	11.95	-145.37	0.02	-50.56	17.08	-13.97	2.88	0.00	96.56	136.01	159.27	158.46	80.72	-0.056	-0.055
223.340	25.25	389.05	0.030	2.012	10.232	10.907	11.96	-152.52	-2.18	-55.08	18.29	-19.04	2.77	0.04	96.74	136.04	159.21	158.38	80.68	-0.062	-0.061
223.360	25.27	387.06	0.038	2.015	10.232	10.973	11.95	-161.95	-2.13	-57.04	16.10	-23.14	2.84	0.04	96.88	136.12	159.18	158.38	80.70	-0.068	-0.066
223.380	25.29	385.26	0.029	2.010	10.235	11.034	11.94	-170.00	-0.92	-58.41	19.45	-26.66	2.91	0.02	97.27	136.04	159.18	158.41	80.69	-0.072	-0.072
223.400	25.30	383.66	0.027	2.013	10.235	11.084	11.95	-171.34	0.81	-61.52	29.94	-22.73	2.79	-0.01	97.44	136.12	159.13	158.41	80.69	-0.077	-0.076
223.420	25.30	382.29	0.032	2.013	10.236	11.124	11.93	-166.62	-0.64	-60.15	29.69	-10.89	2.77	0.01	97.73	136.09	159.13	158.44	80.70	-0.080	-0.079
223.440	25.29	381.16	0.038	2.010	10.238	11.152	11.93	-158.78	-1.21	-54.76	19.37	-7.23	2.90	0.02	97.83	136.01	159.01	158.46	80.68	-0.082	-0.081
223.460	25.27	379.91	0.030	2.006	10.239	11.181	11.92	-149.51	-0.17	-49.67	13.93	-11.25	3.01	0.00	97.94	136.09	159.01	158.41	80.70	-0.084	-0.084
223.480	25.26	378.62	0.030	2.013	10.239	11.215	11.91	-142.19	0.13	-50.72	17.91	-16.26	2.80	0.00	97.76	135.99	158.96	158.41	80.67	-0.087	-0.087
223.500	25.26	377.21	0.030	2.010	10.240	11.257	11.91	-146.61	-1.09	-54.72	20.19	-21.53	2.68	0.02	97.80	135.99	158.96	158.44	80.70	-0.090	-0.090
223.520	25.26	375.69	0.029	2.010	10.240	11.300	11.92	-156.16	-0.41	-56.42	17.83	-22.44	2.77	0.01	97.69	136.01	159.04	158.44	80.68	-0.094	-0.093
223.540	25.22	374.51	0.029	2.010	10.242	11.318	11.91	-163.81	0.94	-58.38	20.91	-24.46	2.81	-0.02	97.90	136.09	159.07	158.54	80.69	-0.095	-0.095
223.560	25.17	373.89	0.030	2.009	10.242	11.316	11.92	-166.09	0.18	-61.01	30.27	-24.86	2.72	0.00	97.48	136.01	159.16	158.62	80.69	-0.095	-0.095
223.580	25.14	373.34	0.039	2.004	10.245	11.319	11.91	-157.10	-0.57	-60.59	33.05	-12.82	2.59	0.01	97.37	136.04	159.18	158.64	80.68	-0.095	-0.095
223.600	25.12	372.91	0.032	2.018	10.245	11.321	11.91	-145.11	-0.41	-52.81	20.90	-4.09	2.75	0.01	97.12	136.04	159.18	158.72	80.70	-0.095	-0.095
223.620	25.08	372.44	0.032	2.007	10.246	11.317	11.91	-138.06	1.25	-47.12	13.76	-10.88	2.93	-0.03	96.95	136.01	159.24	158.77	80.67	-0.095	-0.095
223.640	25.03	371.58	0.033	2.016	10.244	11.322	11.91	-131.57	-0.01	-48.44	16.68	-15.99	2.72	0.00	96.70	135.99	159.24	158.77	80.70	-0.095	-0.095
223.660	25.00	370.49	0.029	2.010	10.247	11.341	11.91	-134.12	-1.72	-51.20	18.77	-18.68	2.62	0.03	96.49	135.99	159.33	158.83	80.66	-0.097	-0.097
223.680	24.96	369.40	0.029	2.007	10.247	11.357	11.90	-146.91	-1.14	-53.44	17.28	-25.16	2.75	0.02	96.45	135.99	159.35	158.85	80.69	-0.098	-0.098
223.700	24.94	368.30	0.026	2.012	10.247	11.380	11.91	-155.98	1.74	-55.13	21.39	-26.42	2.83	-0.03	96.31	136.01	159.38	158.96	80.68	-0.100	-0.100
223.720	24.91	367.64	0.030	2.019	10.246	11.386	11.91	-159.99	2.02	-57.63	30.97	-23.52	2.78	-0.03	96.28	136.01	159.47	158.96	80.68	-0.100	-0.100
223.740	24.87	367.17	0.030	2.015	10.248	11.386	11.91	-155.25	-1.05	-57.93	32.16	-15.06	2.68	0.02	96.20	136.01	159.50	159.06	80.69	-0.100	-0.100
223.760	24.85	366.74	0.035	2.010	10.248	11.388	11.90	-141.57	-1.36	-51.11	21.00	-5.02	2.77	0.03	96.06	136.01	159.52	159.11	80.66	-0.100	-0.101
223.780	24.83	366.15	0.019	2.018	10.247	11.397	11.91	-130.42	1.88	-45.15	13.90	-7.91	2.89	-0.04	96.03	135.93	159.52	159.09	80.71	-0.101	-0.101
223.800	24.81	365.29	0.029	2.012	10.247	11.416	11.91	-126.88	1.13	-45.10	14.63	-15.88	2.81	-0.03	95.96	135.96	159.52	159.09	80.66	-0.102	-0.103
223.820	24.81	364.08	0.030	2.004	10.249	11.452	11.91	-127.65	-1.48	-48.60	16.92	-17.25	2.63	0.03	95.85	135.93	159.52	159.11	80.70	-0.105	-0.105
223.840	24.81	362.83	0.030	2.012	10.248	11.494	11.92	-138.36	-0.15	-52.07	17.16	-21.59	2.66	0.00	95.39	135.93	159.50	159.11	80.67	-0.108	-0.109
223.860	24.83	361.58	0.021	2.012	10.249	11.541	11.92	-150.60	1.36	-54.02	18.92	-27.11	2.79	-0.03	95.92	136.04	159.50	159.19	80.68	-0.112	-0.112
223.880	24.84	360.80	0.029	2.012	10.248	11.573	11.92	-153.67	0.94	-57.60	28.97	-26.68	2.67	-0.02	96.03	136.01	159.61	159.30	80.69	-0.115	-0.115
223.900	24.87	360.29	0.027	2.013	10.249	11.600	11.91	-149.19	-0.40	-58.50	34.47	-17.88	2.55	0.01	96.06	136.04	159.64	159.32	80.67	-0.117	-0.117
223.920	24.88	359.86	0.033	2.012	10.248	11.621	11.90	-138.38	-0.36	-52.90	25.10	-6.46	2.62	0.01	96.20	135.99	159.64	159.32	80.69	-0.118	-0.119
223.940	24.91	359.47	0.030	2.010	10.248	11.647	11.90	-128.19	0.99	-45.33	12.62	-5.70	2.83	-0.02	96.20	135.99	159.61	159.40	80.66	-0.120	-0.121
223.960	24.94	358.69	0.033	2.007	10.248	11.688	11.91	-124.37	0.47	-44.03	11.16	-13.27	2.82	-0.01	96.24	135.99	159.69	159.43	80.70	-0.123	-0.124
223.980	25.00	357.83	0.032	2.009	10.247	11.740	11.90	-125.29	-1.12	-47.07	15.12	-17.92	2.66	0.02	96.28	135.99	159.75	159.45	80.66	-0.127	-0.127
224.000	25.06	356.77	0.033	2.009	10.247	11.805	11.90	-132.70	-0.56	-49.42	14.50	-20.95	2.69	0.01	96.13	135.96	159.78	159.43	80.69	-0.132	-0.132
224.020	25.08	355.72	0.036	2.009	10.247	11.851	11.93	-142.28	0.65	-52.43	15.22	-23.71	2.71	-0.01	96.10	135.99	159.89	159.53	80.67	-0.135	-0.136
224.040	25.09	355.01	0.033	2.016	10.247	11.880	11.90	-148.19	-0.13	-56.42	21.67	-23.91	2.63	0.00	96.31	136.09	159.98	159.58	80.67	-0.137	-0.138
224.060	25.12	354.62	0.035	2.012	10.247	11.904	11.90	-149.06	-1.15	-59.81	31.45	-20.81	2.49	0.02	96.45	136.07	160.06	159.69	80.69	-0.139	-0.139
224.080	25.14	354.27	0.033	2.010	10.246	11.928	11.92	-140.41	-0.74	-58.35	32.23	-9.70	2.41	0.01	96.45	136.04	160.12	159.71	80.66	-0.141	-0.141
224.100	25.17	354.00	0.027	2.010	10.247	11.950	11.90	-128.31	1.43	-51.90	21.20	-4.08	2.47	-0.03	96.45	136.12	160.15	159.77	80.70	-0.143	-0.143
224.120	25.19	353.49	0.032	2.013	10.246	11.975	11.90	-124.37	1.46	-46.77	11.77	-10.77	2.66	-0.03	96.56	136.07	160.21	159.74	80.66	-0.144	-0.145
224.140	25.20	352.71	0.030	2.009	10.247	12.007	11.91	-123.41	-1.29	-47.39	12.74	-16.91	2.60	0.03	96.63	136.07	160.23	159.71	80.70	-0.147	-0.147
224.160	25.21	351.69	0.030	2.010	10.247	12.047	11.90	-127.41	-0.65	-51.40	18.05	-19.25	2.48	0.01	96.77	136.12	160.23	159.71	80.67	-0.149	-0.150
224.180	25.23	350.71	0.026	2.010	10.247	12.089	11.90	-138.59	1.81	-54.70	17.18	-23.68	2.53	-0.03	96.95	136.15	160.32	159.79	80.68	-0.152	-0.153
224.200	25.22	349.81	0.030	2.012	10.247	12.119	11.90	-147.97	1.67	-58.73	19.92	-28.09	2.52	-0.03	97.20	136.17	160.40	159.90	80.68	-0.154	-0.155
224.220	25.22	349.23	0.032	2.012	10.247	12.137	11.91	-150.02	-0.64	-62.24	27.89	-27.56	2.41	0.01	97.30	136.20	160.52	160.00	80.67	-0.156	-0.156
224.240	25.20	348.88	0.032	2.015	10.248	12.139	11.91	-146.15	-1.47	-60.53	30.25	-16.30	2.41	0.02	97.55	136.22	160.55	160.05	80.69	-0.156	-0.156
224.260	25.17	348.53	0.035	2.016	10.249	12.140	11.91	-138.31	-0.08	-53.83	20.93	-4.58	2.57	0.00	97.58	136.20	160.55	160.13	80.66	-0.156	-0.156
224.280	25.14	348.10	0.032	2.018	10.250	12.140	11.91	-135.63	1.71	-49.09	13.62	-8.07	2.76	-0.03	97.69	136.15	160.57	160.16	80.70	-0.156	-0.156
224.300	25.12	347.55	0.030	2.010	10.250	12.146	11.90	-129.41	0.15	-48.17	13.13	-14.79	2.69	0.00	97.69	136.17	160.63	160.10	80.66	-0.156	-0.157
224.320	25.09	346.69	0.029	2.010	10.251	12.162	11.91	-126.23	-0.69	-50.29	17.45	-19.12	2.51	0.01	97.62	136.12	160.63	160.10	80.69	-0.157	-0.158
224.340	25.09	345.63	0.029	2.007	10.251	12.199	11.91	-131.82	0.08	-53.27	19.61	-22.69	2.47	0.00	97.80	136.09	160.72	160.16	80.67	-0.160	-0.160
224.360	25.08	344.54	0.030	2.015	10.251	12.234	11.90	-140.03	1.20	-55.44	18.38	-23.66	2.53	-0.02	97.41	136.09	160.80	160.26	80.68	-0.162	-0.163
224.380	25.05	343.56	0.029	2.012	10.252	12.256	11.91	-145.20	0.41	-58.07	21.50	-25.48	2.50	-0.01	97.30	136.17	160.86	160.29	80.68	-0.164	-0.164
224.400	25.03	342.86	0.032	2.013	10.252	12.271	11.92	-147.07	-0.86	-60.34	29.14	-25.53	2.44	0.01	97.09	136.20	160.91	160.39	80.66	-0.165	-0.165
224.420	25.01	342.27	0.039	2.013	10.254	12.281	11.89	-140.24	-0.29	-58.93	30.59	-13.93	2.38	0.00	96.95	136.20	160.94	160.52	80.69	-0.165	-0.166
224.440	25.00	341.61	0.036	2.015	10.254	12.302	11.89	-128.98	0.88	-50.83	19.48	-4.15	2.54	-0.02	96.31	136.09	160.97	160.55	80.66	-0.166	-0.167
224.460	25.01	340.98	0.029	2.010	10.255	12.329	11.89	-118.40	-0.02	-44.46	10.32	-7.28	2.66	0.00	96.52	136.12	160.97	160.47	80.69	-0.168	-0.169
224.480	25.03	339.93	0.032	2.012	10.256	12.375	11.89	-110.58	-1.46	-44.01	11.62	-13.77	2.51	0.03	96.42	136.07	160.97	160.52	80.67	-0.171	-0.172
224.500	25.05	338.72	0.030	2.012	10.255	12.430	11.90	-111.61	-0.48	-44.49	16.34	-18.23	2.51	0.01	96.70	136.04	160.94	160.47	80.68	-0.175	-0.176
224.520	25.05	337.35	0.030	2.009	10.254	12.482	11.92	-122.00	1.02	-46.35	15.22	-22.39	2.63	-0.02	96.20	136.12	160.97	160.50	80.68	-0.178	-0.179
224.540	25.06	336.14	0.027	2.013	10.255	12.532	11.91	-135.84	0.07	-50.38	14.53	-26.74	2.70	0.00	96.28	136.15	161.08	160.55	80.67	-0.182	-0.183
224.560	25.07	335.32	0.035	2.010	10.256	12.566	11.90	-143.46	-1.08	-55.41	21.06	-28.75	2.59	0.02	96.10	136.15	161.11	160.65	80.69	-0.184	-0.185
224.580	25.09	335.04	0.030	2.007	10.254	12.584	11.90	-140.84	-0.30	-57.58	29.68	-21.44	2.45	0.01	95.74	136.17	161.23	160.78	80.66	-0.185	-0.186
224.600	25.09	334.77	0.030	2.006	10.253	12.598	11.90	-131.00	1.16	-55.03	30.21	-9.76	2.38	-0.02	95.82	136.20	161.23	160.86	80.70	-0.186	-0.187
224.620	25.10	334.65	0.032	2.012	10.254	12.607	11.90	-121.79	-0.44	-48.73	18.79	-5.48	2.50	0.01	95.74	136.15	161.25	160.84	80.66	-0.187	-0.187
224.640	25.11	334.26	0.035	2.015	10.254	12.626	11.90	-112.19	-2.13	-43.24	10.06	-6.52	2.59	0.05	95.78	136.12	161.34	160.81	80.69	-0.188	-0.189
224.660	25.12	333.56	0.032	2.016	10.252	12.657	11.90	-110.77	0.51	-43.13	13.24	-14.21	2.57	-0.01	95.78	136.12	161.28	160.78	80.68	-0.190	-0.191
224.680	25.13	332.66	0.027	2.012	10.253	12.694	11.90	-117.70	2.01	-47.49	21.46	-22.73	2.48	-0.04	95.36	136.04	161.40	160.73	80.67	-0.192	-0.193
224.700	25.13	331.64	0.038	2.019	10.252	12.735	11.91	-123.47	-0.46	-49.71	19.33	-21.14	2.48	0.01	95.85	136.12	161.45	160.70	80.69	-0.195	-0.196
224.720	25.13	330.70	0.026	2.009	10.251	12.774	11.90	-132.59	-0.95	-51.53	15.95	-23.44	2.57	0.02	96.06	136.22	161.57	160.76	80.66	-0.198	-0.198
224.740	25.12	330.08	0.033	2.019	10.249	12.792	11.91	-141.39	0.87	-54.73	22.45	-29.75	2.58	-0.02	95.89	136.17	161.62	160.94	80.69	-0.199	-0.199
224.760	25.11	329.69	0.027	2.013	10.249	12.800	11.89	-140.27	1.25	-58.10	32.74	-24.82	2.41	-0.02	95.85	136.22	161.79	160.99	80.66	-0.199	-0.200
224.780	25.09	329.41	0.023	2.009	10.248	12.801	11.91	-134.64	0.96	-57.95	33.77	-12.51	2.32	-0.02	95.99	136.33	161.85	161.07	80.69	-0.199	-0.200
224.800	25.08	329.14	0.021	2.009	10.250	12.805	11.90	-126.10	-0.57	-52.49	20.86	-3.75	2.40	0.01	95.92	136.22	161.91	161.10	80.66	-0.200	-0.200
224.820	25.08	328.67	0.029	2.010	10.248	12.823	11.91	-116.34	-1.57	-45.09	9.11	-4.41	2.58	0.03	95.96	136.12	161.85	161.10	80.69	-0.201	-0.201
224.840	25.07	327.93	0.026	2.009	10.248	12.848	11.90	-114.33	1.20	-43.38	12.47	-14.76	2.64	-0.03	95.67	136.12	161.88	161.04	80.67	-0.202	-0.203
224.860	25.06	326.91	0.032	2.016	10.248	12.886	11.90	-116.95	2.07	-45.99	19.48	-19.94	2.54	-0.04	96.03	136.04	161.93	161.07	80.67	-0.205	-0.205
224.880	25.04	325.62	0.035	2.013	10.248	12.927	11.90	-124.91	-0.06	-50.92	19.61	-20.98	2.45	0.00	96.38	136.15	162.08	161.07	80.69	-0.207	-0.208
224.900	25.03	324.49	0.032	2.009	10.247	12.963	11.90	-136.82	-1.31	-54.38	16.57	-25.49	2.52	0.02	96.03	136.15	162.13	161.20	80.66	-0.209	-0.210
224.920	25.00	323.47	0.029	2.013	10.247	12.991	11.90	-139.31	-0.27	-57.58	20.08	-26.09	2.42	0.00	96.03	136.20	162.16	161.30	80.70	-0.211	-0.212
224.940	25.00	322.81	0.033	2.010	10.247	13.018	11.90	-138.07	1.66	-61.18	30.76	-22.98	2.26	-0.03	96.10	136.22	162.33	161.41	80.66	-0.213	-0.213
224.960	25.00	322.30	0.029	2.007	10.248	13.034	11.90	-135.80	0.98	-62.19	36.13	-16.00	2.18	-0.02	96.70	136.30	162.36	161.46	80.69	-0.214	-0.214
224.980	24.99	321.71	0.027	2.013	10.248	13.053	11.90	-128.09	-0.89	-56.66	25.82	-6.29	2.26	0.02	96.20	136.17	162.36	161.57	80.68	-0.215	-0.215
225.000	24.97	321.09	0.027	2.007	10.249	13.071	11.89	-121.85	-0.43	-49.41	13.27	-5.43	2.47	0.01	96.74	136.17	162.42	161.54	80.68	-0.216	-0.216
225.020	24.95	320.39	0.029	2.010	10.250	13.089	11.91	-119.69	1.60	-46.21	11.08	-13.33	2.59	-0.03	96.98	136.09	162.39	161.46	80.68	-0.217	-0.217
225.040	24.95	319.37	0.033	2.010	10.250	13.129	11.92	-117.68	0.61	-48.39	16.76	-18.76	2.43	-0.01	97.20	136.12	162.47	161.46	80.66	-0.219	-0.220
225.060	24.93	318.28	0.026	2.009	10.249	13.167	11.90	-121.43	0.14	-51.42	20.49	-20.51	2.36	0.00	97.12	136.17	162.50	161.44	80.69	-0.222	-0.222
225.080	24.93	317.14	0.029	2.012	10.249	13.211	11.91	-131.22	0.18	-53.32	17.00	-22.79	2.46	0.00	97.76	136.22	162.62	161.51	80.66	-0.224	-0.225
225.100	24.92	316.13	0.030	2.016	10.249	13.249	11.89	-144.44	1.42	-57.48	18.16	-27.87	2.51	-0.02	97.65	136.25	162.67	161.62	80.70	-0.226	-0.227
225.120	24.91	315.62	0.033	2.010	10.249	13.267	11.89	-150.86	0.62	-62.60	26.77	-30.58	2.41	-0.01	97.69	136.25	162.81	161.75	80.66	-0.228	-0.228
225.140	24.92	315.19	0.030	2.016	10.251	13.290	11.90	-144.92	-0.26	-64.00	34.13	-20.91	2.26	0.00	97.83	136.28	162.93	161.90	80.69	-0.229	-0.229
225.160	24.92	314.95	0.030	2.007	10.254	13.298	11.90	-135.25	0.34	-58.40	29.04	-7.59	2.32	-0.01	98.11	136.33	162.90	161.90	80.68	-0.229	-0.230
225.180	24.92	314.76	0.029	2.009	10.254	13.305	11.89	-126.01	2.15	-50.98	18.44	-4.65	2.47	-0.04	97.69	136.20	162.87	161.90	80.67	-0.229	-0.230
225.200	24.93	314.13	0.029	2.016	10.255	13.341	11.91	-115.90	0.48	-46.36	12.17	-8.05	2.50	-0.01	97.48	136.22	162.87	161.90	80.70	-0.231	-0.232
225.220	24.96	313.27	0.027	2.010	10.256	13.390	11.90	-112.01	-1.84	-45.97	13.01	-14.72	2.44	0.04	97.51	136.20	162.90	161.85	80.66	-0.234	-0.235
225.240	25.00	312.06	0.033	2.018	10.255	13.462	11.90	-116.21	0.08	-47.51	18.94	-21.95	2.45	0.00	97.05	136.28	162.90	161.80	80.70	-0.238	-0.239
225.260	25.04	310.65	0.032	2.007	10.255	13.545	11.91	-121.39	2.27	-49.79	20.80	-22.69	2.44	-0.05	96.81	136.30	162.90	161.83	80.66	-0.243	-0.244
225.280	25.07	309.40	0.030	2.012	10.255	13.618	11.90	-128.59	1.21	-51.70	17.53	-24.82	2.49	-0.02	96.81	136.36	163.04	161.90	80.69	-0.247	-0.248
225.300	25.10	308.43	0.030	2.009	10.255	13.676	11.90	-131.55	-1.30	-54.49	19.17	-26.16	2.41	0.02	96.63	136.41	163.10	162.04	80.66	-0.250	-0.251
225.320	25.12	307.76	0.030	2.015	10.255	13.716	11.90	-128.66	-1.04	-56.87	28.28	-23.93	2.26	0.02	96.63	136.43	163.18	162.14	80.68	-0.252	-0.253
225.340	25.14	307.33	0.027	2.006	10.256	13.748	11.90	-126.83	1.71	-56.76	36.17	-18.68	2.23	-0.03	96.42	136.43	163.18	162.27	80.69	-0.254	-0.255
225.360	25.15	306.94	0.026	2.009	10.254	13.774	11.90	-123.16	1.52	-53.30	29.18	-9.24	2.31	-0.03	96.31	136.46	163.21	162.30	80.66	-0.256	-0.256
225.380	25.17	306.59	0.032	2.013	10.255	13.797	11.91	-114.38	-1.23	-45.69	13.63	-3.59	2.50	0.03	96.24	136.46	163.18	162.35	80.70	-0.257	-0.258
225.400	25.17	306.28	0.030	2.010	10.255	13.815	11.90	-110.92	-0.35	-40.61	7.54	-10.95	2.73	0.01	96.17	136.43	163.18	162.24	80.66	-0.258	-0.258
225.420	25.20	305.89	0.032	2.010	10.256	13.843	11.90	-108.73	0.96	-41.49	12.89	-17.88	2.62	-0.02	96.20	136.38	163.15	162.22	80.70	-0.259	-0.260
225.440	25.21	305.26	0.029	2.019	10.253	13.878	11.89	-108.12	1.06	-44.92	19.63	-18.84	2.41	-0.02	95.96	136.38	163.21	162.17	80.67	-0.261	-0.262
225.460	25.19	304.67	0.030	2.016	10.252	13.894	11.91	-117.08	0.11	-48.39	18.18	-22.80	2.42	0.00	95.99	136.41	163.27	162.22	80.68	-0.262	-0.263
225.480	25.15	304.09	0.032	2.007	10.251	13.901	11.89	-127.82	-0.78	-52.04	15.98	-26.20	2.46	0.02	96.03	136.43	163.41	162.37	80.68	-0.263	-0.263
225.500	25.13	303.93	0.029	2.015	10.251	13.894	11.90	-135.93	0.74	-55.65	21.20	-28.74	2.44	-0.01	96.13	136.51	163.52	162.48	80.67	-0.262	-0.263
225.520	25.10	303.97	0.030	2.013	10.250	13.876	11.91	-136.34	1.99	-57.83	30.94	-25.16	2.36	-0.03	95.99	136.54	163.64	162.61	80.69	-0.261	-0.262
225.540	25.06	304.17	0.029	2.013	10.251	13.848	11.92	-128.49	0.63	-58.39	35.44	-12.66	2.20	-0.01	96.06	136.49	163.72	162.71	80.66	-0.260	-0.260
225.560	25.02	304.40	0.027	2.015	10.250	13.817	11.90	-121.16	-0.58	-52.95	25.85	-6.05	2.29	0.01	96.06	136.41	163.66	162.77	80.69	-0.258	-0.259
225.580	24.99	304.40	0.027	2.010	10.250	13.796	11.91	-114.74	-0.29	-45.27	13.59	-7.13	2.53	0.01	96.13	136.46	163.72	162.77	80.66	-0.257	-0.257
225.600	24.96	304.17	0.035	2.012	10.250	13.790	11.91	-108.52	0.76	-41.17	9.37	-10.93	2.64	-0.02	96.13	136.33	163.78	162.69	80.69	-0.257	-0.257
225.620	24.93	303.62	0.030	2.016	10.251	13.799	11.89	-110.66	1.30	-43.27	13.76	-19.70	2.56	-0.03	96.28	136.30	163.86	162.66	80.67	-0.257	-0.258
225.640	24.90	302.84	0.029	2.010	10.249	13.819	11.89	-114.12	-0.32	-48.13	19.11	-21.69	2.37	0.01	96.17	136.30	163.86	162.61	80.68	-0.258	-0.259
